item_id,name,low_price_usdt,low_account_label,low_export_datetime,low_message_id,high_price_usdt,high_account_label,high_export_datetime,high_message_id,delta_seconds,price_multiple,binance_item_url
454111,Azure Blue Dress,0.13,User-a7c64,2026-08-03 14:55:53,1511722,20.51,User-5baf2,2026-08-03 14:56:16,1511723,23.0,157.76923076923077,https://www.binance.com/ru/nft/item/454111
439463,Tanned Costume Shoes,0.11,User-3d62b,2026-08-05 15:30:47,1514421,21.01,User-8b6ff,2026-08-05 15:31:13,1514422,26.0,191.0,https://www.binance.com/ru/nft/item/439463
899047,Waitin 4 U(Trap Version I),0.2,User-a8c13,2026-08-08 23:51:49,1518366,35.0,User-e35aa,2026-08-08 23:52:15,1518367,26.0,175.0,https://www.binance.com/ru/nft/item/899047
12309049,Camilla-Common,0.12,User-724c4,2026-08-07 15:49:44,1517572,20.32,User-fa133,2026-08-07 15:50:10,1517573,26.0,169.33333333333334,https://www.binance.com/ru/nft/item/12309049
1324238,Wreath Crown of Summer Leaves,0.17,User-2caa0,2026-08-07 16:30:26,1517618,20.92,User-55f16,2026-08-07 16:30:53,1517619,27.0,123.05882352941177,https://www.binance.com/ru/nft/item/1324238
889454,Waitin 4 U(Trap Version II),0.15,User-8c8d3,2026-08-07 14:48:48,1517545,21.57,User-794a2,2026-08-07 14:49:15,1517547,27.0,143.8,https://www.binance.com/ru/nft/item/889454
12302251,Lilith-Common,0.14,User-a6778,2026-08-03 10:57:16,1511542,21.3,User-59054,2026-08-03 10:57:43,1511543,27.0,152.14285714285714,https://www.binance.com/ru/nft/item/12302251
1325886,Nut Brown Shoes,0.15,User-bc259,2026-08-07 11:09:33,1517390,20.5,User-23f9c,2026-08-07 11:10:00,1517391,27.0,136.66666666666669,https://www.binance.com/ru/nft/item/1325886
47065203,Denmark,0.11,Arshad-1221,2026-08-08 22:18:11,1518331,45.0,Fan-Token-4,2026-08-08 22:18:38,1518333,27.0,409.09090909090907,https://www.binance.com/ru/nft/item/47065203
417507,Picnic Basket,0.11,User-90ebb,2026-08-05 14:41:12,1514409,21.29,User-bc1cf,2026-08-05 14:41:39,1514410,27.0,193.54545454545453,https://www.binance.com/ru/nft/item/417507
1314438,Warm Ribbed Pant,0.15,User-921ba,2026-08-07 11:07:45,1517385,20.72,User-fd24a,2026-08-07 11:08:12,1517386,27.0,138.13333333333333,https://www.binance.com/ru/nft/item/1314438
1335755,Cozy Knitted Cardigan,0.17,User-bc259,2026-08-07 11:10:13,1517392,20.4,User-93755,2026-08-07 11:10:40,1517393,27.0,119.99999999999999,https://www.binance.com/ru/nft/item/1335755
894217,Waitin 4 U(Dance Version),0.15,User-714f3,2026-08-07 14:11:47,1517505,21.0,User-cc175,2026-08-07 14:12:14,1517506,27.0,140.0,https://www.binance.com/ru/nft/item/894217
902036,Waitin 4 U(Trap Version I),0.15,User-ecaed,2026-08-07 09:47:25,1517340,21.32,User-de85b,2026-08-07 09:47:52,1517342,27.0,142.13333333333335,https://www.binance.com/ru/nft/item/902036
896224,Waitin 4 U(Lover Version),0.15,User-53acd,2026-08-07 14:10:22,1517502,21.42,User-bb563,2026-08-07 14:10:49,1517503,27.0,142.8,https://www.binance.com/ru/nft/item/896224
437323,Azure Blue Headscarf,0.11,User-32f6f,2026-08-05 15:07:34,1514416,21.1,User-9159e,2026-08-05 15:08:01,1514417,27.0,191.81818181818184,https://www.binance.com/ru/nft/item/437323
11847451,Captain - Male,0.12,User-44a78,2026-08-06 09:25:54,1515492,21.2,User-b0d90,2026-08-06 09:26:21,1515493,27.0,176.66666666666666,https://www.binance.com/ru/nft/item/11847451
12304102,Lilith-Common,0.15,User-724c4,2026-08-07 15:50:20,1517574,20.2,User-fa0e0,2026-08-07 15:50:48,1517577,28.0,134.66666666666666,https://www.binance.com/ru/nft/item/12304102
445704,Nut Brown Shoes,0.11,User-f411d,2026-08-06 11:30:07,1515634,20.31,User-0143c,2026-08-06 11:30:35,1515637,28.0,184.63636363636363,https://www.binance.com/ru/nft/item/445704
1314762,Cozy Knitted Cardigan,0.11,User-98635,2026-08-01 08:18:01,1510403,41.64,User-7500f,2026-08-01 08:18:29,1510405,28.0,378.54545454545456,https://www.binance.com/ru/nft/item/1314762
1341482,Continental Tanned Costume,0.11,User-68c95,2026-08-02 13:16:57,1510936,41.49,User-a971f,2026-08-02 13:17:25,1510937,28.0,377.1818181818182,https://www.binance.com/ru/nft/item/1341482
434839,Tanned Costume Shoes,0.12,User-13e44,2026-08-03 11:38:27,1511581,22.3,User-554a6,2026-08-03 11:38:57,1511582,30.0,185.83333333333334,https://www.binance.com/ru/nft/item/434839
447439,Tanned Costume Shoes,0.12,User-c42a6,2026-08-05 16:14:10,1514428,20.59,User-0a9da,2026-08-05 16:14:41,1514429,31.0,171.58333333333334,https://www.binance.com/ru/nft/item/447439
904475,Waitin 4 U(Trap Version II),0.2,User-d20e8,2026-08-08 12:52:12,1518164,21.18,User-3b642,2026-08-08 12:52:43,1518166,31.0,105.89999999999999,https://www.binance.com/ru/nft/item/904475
741127,KAKA Troland Card  999,0.18,User-2d83d,2026-08-11 11:01:39,1519351,20.42,User-aa4a0,2026-08-11 11:02:10,1519352,31.0,113.44444444444446,https://www.binance.com/ru/nft/item/741127
1347459,Cozy Knitted Cardigan,0.11,User-f2729,2026-08-02 15:33:50,1510970,41.65,User-3a86e,2026-08-02 15:34:21,1510971,31.0,378.6363636363636,https://www.binance.com/ru/nft/item/1347459
978551,APOKI GET IT OUT N(C),0.18,User-e4b30,2026-08-10 11:23:54,1518865,21.43,User-c07aa,2026-08-10 11:24:25,1518866,31.0,119.05555555555556,https://www.binance.com/ru/nft/item/978551
915549,Waitin 4 U(Dance Version),0.15,User-788a2,2026-08-08 15:30:41,1518222,20.82,User-35b47,2026-08-08 15:31:12,1518224,31.0,138.8,https://www.binance.com/ru/nft/item/915549
76808990,Alpine Esports 2023 N,0.2,User-506c7,2026-08-06 12:54:26,1515763,20.22,User-ff489,2026-08-06 12:54:57,1515764,31.0,101.1,https://www.binance.com/ru/nft/item/76808990
11845282,Rouge - Female,0.17,User-10aea,2026-08-06 11:53:27,1515760,21.2,User-ebd9f,2026-08-06 11:53:58,1515761,31.0,124.70588235294116,https://www.binance.com/ru/nft/item/11845282
447492,Tanned Costume Shoes,0.11,User-90ebb,2026-08-05 14:41:48,1514411,20.73,User-d5f68,2026-08-05 14:42:19,1514412,31.0,188.45454545454547,https://www.binance.com/ru/nft/item/447492
11843809,Rouge - Female,0.18,User-51209,2026-08-06 14:33:32,1515833,20.28,User-0229c,2026-08-06 14:34:03,1515834,31.0,112.66666666666667,https://www.binance.com/ru/nft/item/11843809
904477,Waitin 4 U(Trap Version II),0.15,User-ecaed,2026-08-07 09:47:52,1517341,21.42,User-82fe7,2026-08-07 09:48:23,1517343,31.0,142.8,https://www.binance.com/ru/nft/item/904477
1328730,Nut Brown Shoes,0.16,User-20379,2026-08-07 14:56:46,1517551,20.44,User-8c8d3,2026-08-07 14:57:17,1517552,31.0,127.75,https://www.binance.com/ru/nft/item/1328730
889449,Waitin 4 U(Lover Version),0.2,User-d1c0d,2026-08-08 10:02:47,1518002,20.62,User-9429b,2026-08-08 10:03:18,1518003,31.0,103.1,https://www.binance.com/ru/nft/item/889449
912916,Real Bad(R&B Version I),0.2,User-780a4,2026-08-08 13:12:21,1518188,21.02,User-b72cb,2026-08-08 13:12:52,1518189,31.0,105.1,https://www.binance.com/ru/nft/item/912916
442855,Azure Blue Headscarf,0.11,User-3d62b,2026-08-05 15:30:01,1514419,21.39,User-ea73d,2026-08-05 15:30:33,1514420,32.0,194.45454545454547,https://www.binance.com/ru/nft/item/442855
885628,Waitin 4 U(Dance Version),0.15,User-714f3,2026-08-07 14:12:27,1517507,20.91,User-a492d,2026-08-07 14:12:59,1517508,32.0,139.4,https://www.binance.com/ru/nft/item/885628
11843417,Captain - Male,0.14,User-d2722,2026-08-06 09:54:07,1515501,20.79,User-edc3b,2026-08-06 09:54:39,1515502,32.0,148.49999999999997,https://www.binance.com/ru/nft/item/11843417
1345673,Nut Brown Shoes,0.17,User-d0fdb,2026-08-07 16:31:46,1517621,21.31,User-77356,2026-08-07 16:32:18,1517624,32.0,125.35294117647057,https://www.binance.com/ru/nft/item/1345673
895064,Real Bad(R&B Version II),0.2,User-7807b,2026-08-08 11:12:21,1518079,21.9,User-af32a,2026-08-08 11:12:53,1518080,32.0,109.49999999999999,https://www.binance.com/ru/nft/item/895064
76797291,Alpine Esports 2023 N,0.15,User-1380d,2026-08-05 16:36:59,1514469,20.78,User-f977c,2026-08-05 16:37:31,1514471,32.0,138.53333333333336,https://www.binance.com/ru/nft/item/76797291
440116,Tanned Costume Shoes,0.11,User-e0d7d,2026-08-05 10:20:25,1514046,21.1,User-d3324,2026-08-05 10:20:57,1514047,32.0,191.81818181818184,https://www.binance.com/ru/nft/item/440116
421807,Azure Blue Headscarf,0.11,User-1d48d,2026-08-01 10:14:00,1510427,36.54,User-04c15,2026-08-01 10:14:32,1510428,32.0,332.1818181818182,https://www.binance.com/ru/nft/item/421807
11844912,Soldier - Female,0.19,User-51209,2026-08-06 14:34:16,1515835,20.2,User-29d17,2026-08-06 14:34:49,1515838,33.0,106.3157894736842,https://www.binance.com/ru/nft/item/11844912
904476,Real Bad(R&B Version II),0.2,User-3b810,2026-08-08 13:27:22,1518196,21.58,User-15f17,2026-08-08 13:27:55,1518199,33.0,107.89999999999999,https://www.binance.com/ru/nft/item/904476
11858090,Bard - Female,0.14,User-d2722,2026-08-06 09:53:20,1515499,20.9,User-da1ff,2026-08-06 09:53:53,1515500,33.0,149.28571428571425,https://www.binance.com/ru/nft/item/11858090
