item_id,name,low_price_usdt,low_account_label,low_export_datetime,low_message_id,high_price_usdt,high_account_label,high_export_datetime,high_message_id,delta_seconds,price_multiple,binance_item_url
76801268,Alpine Esports 2023 R,0.2,User-66668,2026-08-08 09:34:16,1517995,21.03,User-183cb,2026-08-08 09:34:49,1517997,33.0,105.15,https://www.binance.com/ru/nft/item/76801268
434011,Nut Brown Shoes,0.17,User-78590,2026-08-10 12:44:36,1518949,20.53,User-0060f,2026-08-10 12:45:09,1518950,33.0,120.76470588235294,https://www.binance.com/ru/nft/item/434011
437577,Tanned Costume Shoes,0.11,User-08d2c,2026-08-06 11:10:24,1515620,20.4,User-a46ac,2026-08-06 11:10:58,1515622,34.0,185.45454545454544,https://www.binance.com/ru/nft/item/437577
892189,Waitin 4 U(Trap Version II),0.2,User-e06a0,2026-08-08 10:55:28,1518029,20.2,User-e303f,2026-08-08 10:56:02,1518034,34.0,100.99999999999999,https://www.binance.com/ru/nft/item/892189
448535,Tanned Costume Shoes,0.11,User-e4c19,2026-08-03 14:02:33,1511675,22.2,User-8775b,2026-08-03 14:03:08,1511676,35.0,201.8181818181818,https://www.binance.com/ru/nft/item/448535
1335265,Wreath Crown of Autumn Leaves,0.14,User-89060,2026-08-03 10:11:54,1511481,21.76,User-6acd5,2026-08-03 10:12:29,1511482,35.0,155.42857142857142,https://www.binance.com/ru/nft/item/1335265
1335168,Cozy Knitted Cardigan,0.11,User-8f625,2026-08-02 10:50:17,1510766,22.13,User-7d922,2026-08-02 10:50:52,1510767,35.0,201.18181818181816,https://www.binance.com/ru/nft/item/1335168
1313151,Nut Brown Shoes,0.11,User-40d33,2026-08-01 10:05:59,1510422,41.94,User-947ce,2026-08-01 10:06:34,1510424,35.0,381.27272727272725,https://www.binance.com/ru/nft/item/1313151
1311972,Wreath Crown of Summer Leaves,0.11,User-a20fa,2026-08-06 15:39:04,1515890,21.02,User-6194e,2026-08-06 15:39:40,1515892,36.0,191.0909090909091,https://www.binance.com/ru/nft/item/1311972
910319,Real Bad(R&B Version I),0.2,User-e06a0,2026-08-08 10:56:19,1518039,20.33,User-34811,2026-08-08 10:56:55,1518046,36.0,101.64999999999999,https://www.binance.com/ru/nft/item/910319
889947,Real Bad(R&B Version I),0.19,User-b3421,2026-08-07 23:31:34,1517824,40.0,User-c65d6,2026-08-07 23:32:10,1517826,36.0,210.52631578947367,https://www.binance.com/ru/nft/item/889947
427059,Tanned Costume Shoes,0.12,User-f411d,2026-08-06 11:30:45,1515639,20.2,User-48409,2026-08-06 11:31:21,1515641,36.0,168.33333333333334,https://www.binance.com/ru/nft/item/427059
11853394,Captain - Female,0.17,User-5fe22,2026-08-06 10:30:56,1515570,21.59,User-c8b93,2026-08-06 10:31:32,1515576,36.0,126.99999999999999,https://www.binance.com/ru/nft/item/11853394
11843433,Assassin - Female,0.18,User-53b66,2026-08-11 10:32:34,1519335,20.62,User-a1362,2026-08-11 10:33:10,1519337,36.0,114.55555555555557,https://www.binance.com/ru/nft/item/11843433
48967209,Croatia,0.11,Arshad-1221,2026-08-10 22:22:57,1519121,28.0,Fan-Token-4,2026-08-10 22:23:33,1519122,36.0,254.54545454545453,https://www.binance.com/ru/nft/item/48967209
904070,Real Bad(R&B Version I),0.2,User-2c7ea,2026-08-08 23:52:25,1518368,35.08,User-e35aa,2026-08-08 23:53:01,1518369,36.0,175.39999999999998,https://www.binance.com/ru/nft/item/904070
12300017,Lilith-Common,0.11,User-b67b2,2026-08-06 13:14:27,1515777,21.18,User-63df6,2026-08-06 13:15:03,1515779,36.0,192.54545454545453,https://www.binance.com/ru/nft/item/12300017
1336844,Cozy Knitted Cardigan,0.18,User-d0fdb,2026-08-07 16:32:18,1517623,21.78,User-d7c88,2026-08-07 16:32:54,1517625,36.0,121.00000000000001,https://www.binance.com/ru/nft/item/1336844
889239,Real Bad(R&B Version I),0.19,User-60e6f,2026-08-07 23:33:21,1517830,30.09,User-c65d6,2026-08-07 23:33:57,1517832,36.0,158.3684210526316,https://www.binance.com/ru/nft/item/889239
11850360,Bard - Female,0.18,User-41918,2026-08-10 16:16:25,1519016,20.01,User-0140f,2026-08-10 16:17:01,1519018,36.0,111.16666666666669,https://www.binance.com/ru/nft/item/11850360
11852887,Captain - Female,0.18,User-abe53,2026-08-11 10:32:35,1519336,20.71,User-0aa35,2026-08-11 10:33:11,1519338,36.0,115.05555555555557,https://www.binance.com/ru/nft/item/11852887
909627,Real Bad(R&B Version I),0.2,User-2afe6,2026-08-08 09:13:06,1517989,21.42,User-02721,2026-08-08 09:13:43,1517990,37.0,107.10000000000001,https://www.binance.com/ru/nft/item/909627
436962,Picnic Basket,0.12,User-c42a6,2026-08-05 16:15:08,1514430,20.89,User-04ba1,2026-08-05 16:15:45,1514431,37.0,174.08333333333334,https://www.binance.com/ru/nft/item/436962
1345125,Continental Tanned Costume,0.11,User-45192,2026-08-01 08:40:03,1510409,42.04,User-66994,2026-08-01 08:40:40,1510411,37.0,382.1818181818182,https://www.binance.com/ru/nft/item/1345125
416704,Azure Blue Dress,0.11,User-7be2d,2026-08-01 07:14:31,1510400,30.07,User-161b8,2026-08-01 07:15:08,1510401,37.0,273.3636363636364,https://www.binance.com/ru/nft/item/416704
417516,Azure Blue Headscarf,0.12,User-61180,2026-08-05 12:34:31,1514274,20.09,User-bc9cc,2026-08-05 12:35:08,1514275,37.0,167.41666666666669,https://www.binance.com/ru/nft/item/417516
76802775,Alpine Esports 2023 N,0.2,User-721a7,2026-08-05 17:19:59,1514590,21.79,User-98cff,2026-08-05 17:20:37,1514593,38.0,108.94999999999999,https://www.binance.com/ru/nft/item/76802775
448952,Azure Blue Dress,0.12,User-b44b1,2026-08-05 16:59:08,1514543,21.5,User-6c389,2026-08-05 16:59:46,1514546,38.0,179.16666666666669,https://www.binance.com/ru/nft/item/448952
76803775,Alpine Esports 2023 R,0.15,User-1380d,2026-08-05 16:37:37,1514473,21.08,User-280ea,2026-08-05 16:38:15,1514477,38.0,140.53333333333333,https://www.binance.com/ru/nft/item/76803775
895119,Waitin 4 U(Dance Version),0.2,User-2afe6,2026-08-08 09:12:19,1517987,21.32,User-e7754,2026-08-08 09:12:57,1517988,38.0,106.6,https://www.binance.com/ru/nft/item/895119
457182,Wichita - Rare,0.11,User-8d7ba,2026-08-06 14:04:46,1515818,20.72,User-0c508,2026-08-06 14:05:24,1515819,38.0,188.36363636363635,https://www.binance.com/ru/nft/item/457182
894232,Real Bad(R&B Version I),0.2,User-780a4,2026-08-08 13:13:10,1518190,20.93,User-80410,2026-08-08 13:13:49,1518191,39.0,104.64999999999999,https://www.binance.com/ru/nft/item/894232
449172,Azure Blue Headscarf,0.11,User-08d2c,2026-08-06 11:09:46,1515619,20.51,User-fc002,2026-08-06 11:10:25,1515621,39.0,186.45454545454547,https://www.binance.com/ru/nft/item/449172
894234,Waitin 4 U(Trap Version I),0.2,User-b2914,2026-08-08 11:49:19,1518087,20.03,User-5d29a,2026-08-08 11:49:58,1518090,39.0,100.15,https://www.binance.com/ru/nft/item/894234
1316998,Nut Brown Shoes,0.11,User-e245e,2026-08-01 18:44:21,1510582,41.79,User-a6fb7,2026-08-01 18:45:00,1510583,39.0,379.9090909090909,https://www.binance.com/ru/nft/item/1316998
894884,Waitin 4 U(Trap Version II),0.12,User-7e72e,2026-08-07 14:46:58,1517541,20.72,User-91182,2026-08-07 14:47:38,1517543,40.0,172.66666666666666,https://www.binance.com/ru/nft/item/894884
896612,Waitin 4 U(Dance Version),0.2,User-788a2,2026-08-08 15:31:12,1518223,20.63,User-e20b5,2026-08-08 15:31:52,1518225,40.0,103.14999999999999,https://www.binance.com/ru/nft/item/896612
454439,Azure Blue Dress,0.12,User-6bc84,2026-08-05 12:55:22,1514313,20.88,User-6b40e,2026-08-05 12:56:02,1514320,40.0,174.0,https://www.binance.com/ru/nft/item/454439
76796886,Alpine Esports 2023 N,0.2,User-66668,2026-08-08 09:34:48,1517996,20.93,User-848db,2026-08-08 09:35:29,1517998,41.0,104.64999999999999,https://www.binance.com/ru/nft/item/76796886
912907,Real Bad(R&B Version I),0.2,User-7807b,2026-08-08 11:13:07,1518081,22.0,User-a6dd4,2026-08-08 11:13:48,1518082,41.0,110.0,https://www.binance.com/ru/nft/item/912907
1335863,Friendship Headscarf,0.17,User-d0fdb,2026-08-07 16:31:06,1517620,21.19,User-1c32d,2026-08-07 16:31:47,1517622,41.0,124.6470588235294,https://www.binance.com/ru/nft/item/1335863
12299644,Lilith-Common,0.12,User-b67b2,2026-08-06 13:15:03,1515778,21.3,User-50133,2026-08-06 13:15:44,1515780,41.0,177.5,https://www.binance.com/ru/nft/item/12299644
1326437,Fall Wreath,0.11,User-c4ed6,2026-08-02 11:55:26,1510790,22.1,User-3f119,2026-08-02 11:56:08,1510792,42.0,200.90909090909093,https://www.binance.com/ru/nft/item/1326437
1323162,Continental Tanned Costume,0.11,User-a72f3,2026-08-01 11:12:35,1510437,41.85,User-2a12f,2026-08-01 11:13:17,1510439,42.0,380.45454545454544,https://www.binance.com/ru/nft/item/1323162
1341357,Scandinavian Bunad,0.11,User-1ec3f,2026-08-01 11:12:35,1510438,41.75,User-8f6d6,2026-08-01 11:13:17,1510440,42.0,379.54545454545456,https://www.binance.com/ru/nft/item/1341357
980528,APOKI GET IT OUT N(H),0.18,User-f4ed8,2026-08-10 12:44:36,1518948,21.6,User-4cf3d,2026-08-10 12:45:18,1518952,42.0,120.00000000000001,https://www.binance.com/ru/nft/item/980528
434009,Tanned Costume Shoes,0.11,User-7f52e,2026-08-05 12:08:08,1514228,20.25,User-2288a,2026-08-05 12:08:52,1514229,44.0,184.0909090909091,https://www.binance.com/ru/nft/item/434009
